sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
deals@crypto-profits.investment,🔥 90% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 90% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,561,2025-07-07T00:20:48,46,305,crypto-profits.investment
prince@tempmail.com,"Urgent Business Proposal - $47,319,868","Dear Friend,

I am writing to you from Argentina. I am a prince/businessman/lawyer with access to $47,319,868 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,195,960).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Jessica Smith",spam,562,2025-07-19T14:17:41,38,468,tempmail.com
alert@get-rich-quick.net,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,563,2025-07-11T11:10:48,54,383,get-rich-quick.net
deals@amazing-deals.biz,🔥 78% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 78% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,564,2025-07-30T16:43:22,47,306,amazing-deals.biz
prince@get-rich-quick.net,"Urgent Business Proposal - $19,277,981","Dear Friend,

I am writing to you from Nepal. I am a prince/businessman/lawyer with access to $19,277,981 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($5,783,394).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince John Lamb",spam,565,2025-07-16T04:24:53,38,459,get-rich-quick.net
prince@work-from-home.org,"Urgent Business Proposal - $4,796,372","Dear Friend,

I am writing to you from Zimbabwe. I am a prince/businessman/lawyer with access to $4,796,372 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,438,912).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince David Jackson",spam,566,2025-07-29T09:47:32,37,465,work-from-home.org
security@amazon.com,Re: Account Access - Ticket #75045,We're sorry to hear about the trouble you're experiencing with account access. Our technical team is looking into this and will provide an update soon. Thank you for your patience.,legitimate,567,2025-07-19T22:12:27,34,180,amazon.com
orders@zendesk.com,Order Confirmation #742638,"Thank you for your order #742638!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $16.57
- Estimated delivery: 2025-08-07
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Zendesk Team",legitimate,568,2025-07-07T07:58:31,26,301,zendesk.com
alert@crypto-profits.investment,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,569,2025-08-04T02:39:42,54,383,crypto-profits.investment
opportunity@pharmacy-online.info,Make $2305/Week From Home - No Experience!,"Make $2305/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,570,2025-07-07T18:40:39,42,295,pharmacy-online.info
admin@netflix.com,Re: Account Access - Ticket #17220,Hi there! We've resolved your issue with account access. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Netflix,legitimate,571,2025-07-27T05:27:27,34,170,netflix.com
pharmacy@lottery-winner.net,Generic Viagra - 62% OFF No Prescription!,"Get Generic Viagra at 62% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,572,2025-07-16T08:34:48,41,230,lottery-winner.net
security@goog1e.com,Click now or lose access - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,573,2025-08-01T07:45:54,47,249,goog1e.com
alert@amazing-deals.biz,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,574,2025-07-26T07:16:46,54,383,amazing-deals.biz
lottery@weight-loss-miracle.com,"YOU WON $9,943,079!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,943,079 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 630915

Contact our claims department immediately!

Dr. Jennings, Lottery Commissioner",spam,575,2025-07-25T05:31:34,31,368,weight-loss-miracle.com
alert@weight-loss-miracle.com,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,576,2025-07-16T01:18:44,54,383,weight-loss-miracle.com
prince@fake-rolex.shop,"Urgent Business Proposal - $11,463,575","Dear Friend,

I am writing to you from Swaziland. I am a prince/businessman/lawyer with access to $11,463,575 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($3,439,072).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Edward Cox",spam,577,2025-07-23T20:50:07,38,464,fake-rolex.shop
pharmacy@crypto-profits.investment,Weight Loss Pills - 80% OFF No Prescription!,"Get Weight Loss Pills at 80% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,578,2025-07-09T01:36:15,44,233,crypto-profits.investment
lottery@pharmacy-online.info,"YOU WON $4,731,930!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $4,731,930 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 317408

Contact our claims department immediately!

Dr. Fernandez, Lottery Commissioner",spam,579,2025-07-25T11:49:35,31,369,pharmacy-online.info
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $68.68
Next billing date: 2025-09-03
Payment method: Card ending in 8611

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,580,2025-07-25T02:27:08,28,233,apple.com
deals@get-rich-quick.net,🔥 85% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 85% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,581,2025-08-03T14:48:16,39,298,get-rich-quick.net
newsletter@github.com,Github Weekly: Industry Insights,"Hi there!

Welcome to this week's Github newsletter featuring industry insights.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Github Team

Unsubscribe | Update preferences",legitimate,582,2025-07-26T20:37:03,32,305,github.com
billing@salesforce.com,Payment Confirmation - Salesforce,"Dear Customer,

Your Salesforce subscription has been renewed.

Amount charged: $12.75
Next billing date: 2025-09-02
Payment method: Card ending in 7184

View your invoice or update billing information in your account.

Salesforce Billing Team",legitimate,583,2025-07-21T11:39:55,33,243,salesforce.com
opportunity@lottery-winner.net,Make $3069/Week From Home - No Experience!,"Make $3069/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,584,2025-07-07T19:26:27,42,295,lottery-winner.net
billing@stripe.com,Payment Confirmation - Stripe,"Dear Customer,

Your Stripe subscription has been renewed.

Amount charged: $24.81
Next billing date: 2025-09-03
Payment method: Card ending in 7089

View your invoice or update billing information in your account.

Stripe Billing Team",legitimate,585,2025-07-11T15:24:27,29,235,stripe.com
opportunity@pharmacy-online.info,Make $1243/Week From Home - No Experience!,"Make $1243/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,586,2025-07-09T05:12:18,42,295,pharmacy-online.info
opportunity@fake-rolex.shop,Make $3697/Week From Home - No Experience!,"Make $3697/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,587,2025-07-06T15:47:08,42,295,fake-rolex.shop
security@arnazon.com,Security breach detected - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,588,2025-07-05T14:23:00,47,255,arnazon.com
security@arnazon.com,Verify immediately - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,589,2025-07-08T17:23:40,41,256,arnazon.com
newsletter@zendesk.com,Zendesk Weekly: Company News,"Hi there!

Welcome to this week's Zendesk newsletter featuring company news.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Zendesk Team

Unsubscribe | Update preferences",legitimate,590,2025-07-28T03:41:14,28,302,zendesk.com
orders@salesforce.com,Order Confirmation #651236,"Thank you for your order #651236!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $241.38
- Estimated delivery: 2025-08-08
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Salesforce Team",legitimate,591,2025-07-16T22:22:48,26,305,salesforce.com
security@paypaI.com,URGENT ACTION REQUIRED - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,592,2025-07-19T10:53:07,45,253,paypaI.com
pharmacy@fake-rolex.shop,Weight Loss Pills - 65% OFF No Prescription!,"Get Weight Loss Pills at 65% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,593,2025-07-19T06:45:29,44,233,fake-rolex.shop
team@paypal.com,Re: Refund Process - Ticket #71862,"Thank you for contacting Paypal support. We have received your inquiry about refund process and will respond within 24 hours. Your ticket number is 88469. Best regards, Customer Support Team",legitimate,594,2025-07-07T00:06:43,34,190,paypal.com
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $73.68
Next billing date: 2025-09-03
Payment method: Card ending in 8451

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,595,2025-07-11T01:46:24,28,233,apple.com
billing@shopify.com,Payment Confirmation - Shopify,"Dear Customer,

Your Shopify subscription has been renewed.

Amount charged: $11.54
Next billing date: 2025-09-01
Payment method: Card ending in 6568

View your invoice or update billing information in your account.

Shopify Billing Team",legitimate,596,2025-07-10T11:36:44,30,237,shopify.com
security@microsooft.com,Security breach detected - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,597,2025-07-19T09:19:40,47,253,microsooft.com
prince@tempmail.com,"Urgent Business Proposal - $28,722,412","Dear Friend,

I am writing to you from Eritrea. I am a prince/businessman/lawyer with access to $28,722,412 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,616,724).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Jennifer Hernandez",spam,598,2025-08-01T12:19:02,38,470,tempmail.com
pharmacy@weight-loss-miracle.com,Weight Loss Pills - 82% OFF No Prescription!,"Get Weight Loss Pills at 82% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,599,2025-08-02T23:54:55,44,233,weight-loss-miracle.com
billing@dropbox.com,Payment Confirmation - Dropbox,"Dear Customer,

Your Dropbox subscription has been renewed.

Amount charged: $14.34
Next billing date: 2025-09-03
Payment method: Card ending in 1517

View your invoice or update billing information in your account.

Dropbox Billing Team",legitimate,600,2025-07-31T19:29:44,30,237,dropbox.com
deals@crypto-profits.investment,🔥 57% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 57% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,601,2025-07-29T16:18:02,46,305,crypto-profits.investment
prince@tempmail.com,"Urgent Business Proposal - $25,912,610","Dear Friend,

I am writing to you from Madagascar. I am a prince/businessman/lawyer with access to $25,912,610 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,773,783).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Aaron Burton",spam,602,2025-07-23T05:31:25,38,467,tempmail.com
pharmacy@amazing-deals.biz,Generic Viagra - 83% OFF No Prescription!,"Get Generic Viagra at 83% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,603,2025-07-18T07:16:36,41,230,amazing-deals.biz
prince@work-from-home.org,"Urgent Business Proposal - $28,443,880","Dear Friend,

I am writing to you from United States Minor Outlying Islands. I am a prince/businessman/lawyer with access to $28,443,880 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,533,164).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Lauren Lutz",spam,604,2025-08-03T09:57:31,38,492,work-from-home.org
pharmacy@weight-loss-miracle.com,Pain Relief - 62% OFF No Prescription!,"Get Pain Relief at 62% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,605,2025-07-18T07:01:08,38,227,weight-loss-miracle.com
deals@crypto-profits.investment,🔥 72% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 72% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,606,2025-07-12T03:29:26,47,306,crypto-profits.investment
orders@amazon.com,Order Confirmation #611208,"Thank you for your order #611208!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $137.85
- Estimated delivery: 2025-08-05
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Amazon Team",legitimate,607,2025-07-24T09:51:35,26,301,amazon.com
security@goog1e.com,Verify immediately - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,608,2025-07-11T07:49:38,41,253,goog1e.com
security@arnazon.com,Verify immediately - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,609,2025-07-25T06:41:01,41,255,arnazon.com
opportunity@work-from-home.org,Make $1503/Week From Home - No Experience!,"Make $1503/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,610,2025-07-15T13:04:22,42,295,work-from-home.org
opportunity@weight-loss-miracle.com,Make $2492/Week From Home - No Experience!,"Make $2492/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,611,2025-07-13T21:49:48,42,295,weight-loss-miracle.com
billing@salesforce.com,Payment Confirmation - Salesforce,"Dear Customer,

Your Salesforce subscription has been renewed.

Amount charged: $70.16
Next billing date: 2025-09-03
Payment method: Card ending in 3291

View your invoice or update billing information in your account.

Salesforce Billing Team",legitimate,612,2025-07-08T01:52:40,33,243,salesforce.com
alert@free-money.co,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,613,2025-08-03T11:04:21,50,379,free-money.co
security@microsooft.com,URGENT ACTION REQUIRED - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,614,2025-07-19T17:06:44,45,256,microsooft.com
alert@get-rich-quick.net,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,615,2025-07-24T00:45:22,54,383,get-rich-quick.net
welcome@salesforce.com,Welcome to Salesforce!,"Welcome to Salesforce!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Salesforce Team",legitimate,616,2025-07-21T03:49:14,22,277,salesforce.com
pharmacy@pharmacy-online.info,Weight Loss Pills - 69% OFF No Prescription!,"Get Weight Loss Pills at 69% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,617,2025-07-09T17:42:22,44,233,pharmacy-online.info
prince@fake-rolex.shop,"Urgent Business Proposal - $42,526,672","Dear Friend,

I am writing to you from Ethiopia. I am a prince/businessman/lawyer with access to $42,526,672 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($12,758,002).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Peter Stone",spam,618,2025-07-29T04:33:56,38,465,fake-rolex.shop
pharmacy@get-rich-quick.net,Generic Viagra - 83% OFF No Prescription!,"Get Generic Viagra at 83% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,619,2025-07-13T20:06:48,41,230,get-rich-quick.net
welcome@mailchimp.com,Welcome to Mailchimp!,"Welcome to Mailchimp!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Mailchimp Team",legitimate,620,2025-07-11T18:02:25,21,275,mailchimp.com
pharmacy@tempmail.com,Weight Loss Pills - 66% OFF No Prescription!,"Get Weight Loss Pills at 66% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,621,2025-07-15T11:50:21,44,233,tempmail.com
notifications@netflix.com,Account Activity: Security Setting Change,"Hello,

This is a notification about your Netflix account regarding: security setting change.

Time: 2025-08-03 12:21:45
Location: North Eric, Indonesia

If this wasn't you, please contact our security team immediately.

Netflix Account Team",legitimate,622,2025-07-17T07:39:56,41,241,netflix.com
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $77.64
Next billing date: 2025-09-02
Payment method: Card ending in 6531

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,623,2025-07-07T09:44:59,28,233,apple.com
billing@stripe.com,Payment Confirmation - Stripe,"Dear Customer,

Your Stripe subscription has been renewed.

Amount charged: $11.45
Next billing date: 2025-09-04
Payment method: Card ending in 9300

View your invoice or update billing information in your account.

Stripe Billing Team",legitimate,624,2025-07-29T04:18:03,29,235,stripe.com
notifications@salesforce.com,Re: Billing Inquiry - Ticket #38159,"Thank you for contacting Salesforce support. We have received your inquiry about billing inquiry and will respond within 24 hours. Your ticket number is 44001. Best regards, Customer Support Team",legitimate,625,2025-07-30T18:42:57,35,195,salesforce.com
lottery@work-from-home.org,"YOU WON $8,170,579!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $8,170,579 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 774537

Contact our claims department immediately!

Dr. Taylor, Lottery Commissioner",spam,626,2025-07-25T09:56:09,31,366,work-from-home.org
security@arnazon.com,Verify immediately - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,627,2025-07-26T03:37:14,41,253,arnazon.com
prince@weight-loss-miracle.com,"Urgent Business Proposal - $5,551,502","Dear Friend,

I am writing to you from Cambodia. I am a prince/businessman/lawyer with access to $5,551,502 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,665,451).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Samantha Coleman",spam,628,2025-07-28T21:06:46,37,468,weight-loss-miracle.com
deals@free-money.co,🔥 83% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 83% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,629,2025-08-01T02:11:16,43,302,free-money.co
pharmacy@lottery-winner.net,Generic Viagra - 73% OFF No Prescription!,"Get Generic Viagra at 73% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,630,2025-07-25T09:06:43,41,230,lottery-winner.net
pharmacy@pharmacy-online.info,Pain Relief - 60% OFF No Prescription!,"Get Pain Relief at 60% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,631,2025-08-03T20:34:08,38,227,pharmacy-online.info
lottery@fake-rolex.shop,"YOU WON $1,847,240!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,847,240 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 318314

Contact our claims department immediately!

Dr. Washington, Lottery Commissioner",spam,632,2025-07-18T22:42:43,31,370,fake-rolex.shop
billing@spotify.com,Payment Confirmation - Spotify,"Dear Customer,

Your Spotify subscription has been renewed.

Amount charged: $20.04
Next billing date: 2025-09-03
Payment method: Card ending in 4879

View your invoice or update billing information in your account.

Spotify Billing Team",legitimate,633,2025-08-02T17:04:32,30,237,spotify.com
opportunity@free-money.co,Make $1598/Week From Home - No Experience!,"Make $1598/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,634,2025-07-16T13:41:00,42,295,free-money.co
billing@spotify.com,Payment Confirmation - Spotify,"Dear Customer,

Your Spotify subscription has been renewed.

Amount charged: $30.06
Next billing date: 2025-09-04
Payment method: Card ending in 9964

View your invoice or update billing information in your account.

Spotify Billing Team",legitimate,635,2025-07-29T12:38:52,30,237,spotify.com
lottery@lottery-winner.net,"YOU WON $7,889,898!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,889,898 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 914816

Contact our claims department immediately!

Dr. Davis, Lottery Commissioner",spam,636,2025-07-19T18:20:51,31,365,lottery-winner.net
pharmacy@fake-rolex.shop,Weight Loss Pills - 65% OFF No Prescription!,"Get Weight Loss Pills at 65% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,637,2025-07-08T08:06:23,44,233,fake-rolex.shop
deals@tempmail.com,🔥 61% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 61% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,638,2025-07-05T13:43:29,47,306,tempmail.com
