sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn,quote_number,company,warranty_number,order_number,product,po_number,tracking_number,inquiry_number,supplier,rma_number,invoice_number,ticket_number,delivery_number
prince@work-from-home.org,"Urgent Business Proposal - $7,030,149","Dear Friend,

I am writing to you from Belgium. I am a prince/businessman/lawyer with access to $7,030,149 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($2,109,045).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Mary Chambers",spam,1372,2025-07-22T02:52:16,37,464,work-from-home.org,,,,,,,,,,,,,
prince@work-from-home.org,"Urgent Business Proposal - $23,961,067","Dear Friend,

I am writing to you from Equatorial Guinea. I am a prince/businessman/lawyer with access to $23,961,067 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,188,320).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Deborah Gray",spam,1373,2025-07-18T08:46:24,38,474,work-from-home.org,,,,,,,,,,,,,
parts@industrialsolutionsllc.com,Parts Availability INQ-26621,"Parts Availability Update

Inquiry Number: INQ-26621
Date: August 04, 2025

Current availability for requested parts:

- Safety Switch SS-123: In Stock - Lead Time: 2-3 weeks
- Junction Box JB-330: Limited Stock - Lead Time: 1-2 days
- Power Supply PS-990: Back Order - Lead Time: 1-2 days
- Cable Assembly CA-660: Discontinued - Lead Time: TBD
- Pressure Gauge PG-340: Back Order - Lead Time: 1-2 days


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-26621.

Industrial Solutions LLC Parts Department
Phone: 7779677463
Email: parts@industrialsolutionsllc.com",legitimate,1374,2025-07-21T04:20:12,28,768,industrialsolutionsllc.com,,,,,,,,INQ-26621,Industrial Solutions LLC,,,,
alert@crypto-profits.investment,⚠️ URGENT: Your IP address has been compromised!,"⚠️ URGENT ALERT ⚠️

Your IP address has been compromised!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,1375,2025-07-28T08:38:27,48,377,crypto-profits.investment,,,,,,,,,,,,,
lottery@fake-rolex.shop,"YOU WON $5,101,474!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $5,101,474 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 380390

Contact our claims department immediately!

Dr. Dunlap, Lottery Commissioner",spam,1376,2025-07-26T04:48:08,31,366,fake-rolex.shop,,,,,,,,,,,,,
maintenance@brownindustries.com,Warranty Claim WAR-33683 - Sensor Unit SU-445,"Warranty Claim

Warranty Claim Number: WAR-33683
Original Order: ORD-148715
Customer: Brown Industries
Product: Sensor Unit SU-445
Serial Number: SN609478

Purchase Date: 2024-10-01
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-20
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Michelle Sanchez
Phone: +1-418-300-9677

Brown Industries Maintenance Department",legitimate,1377,2025-07-14T12:30:39,45,643,brownindustries.com,,,WAR-33683,ORD-148715,Sensor Unit SU-445,,,,,,,,
lottery@lottery-winner.net,"YOU WON $3,280,585!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,280,585 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 304486

Contact our claims department immediately!

Dr. Allen, Lottery Commissioner",spam,1378,2025-07-13T20:44:06,31,365,lottery-winner.net,,,,,,,,,,,,,
pharmacy@weight-loss-miracle.com,Weight Loss Pills - 70% OFF No Prescription!,"Get Weight Loss Pills at 70% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,1379,2025-07-26T08:49:55,44,233,weight-loss-miracle.com,,,,,,,,,,,,,
engineering@taylorsystems.com,Technical Inquiry TIC-78411 - Motor Mount MM-567,"Technical Inquiry

Ticket Number: TIC-78411
Company: Taylor Systems
Product: Motor Mount MM-567
Issue: technical specifications

Dear Technical Support,

We need assistance with technical specifications for the Motor Mount MM-567. 

Specific questions:
1. What are the recommended operating conditions?
2. Are there any compatibility issues we should be aware of?
3. What maintenance schedule do you recommend?

Current setup details:
- Installation date: 2024-09-15
- Operating environment: Industrial
- Usage: Daily operation

Please provide technical documentation or guidance.

Contact: Jennifer Duncan
Title: Technical Engineer
Phone: 001-906-714-5536x08809
Email: ashley73@example.com

Taylor Systems Engineering Department",legitimate,1380,2025-07-19T01:10:22,48,729,taylorsystems.com,,Taylor Systems,,,Motor Mount MM-567,,,,,,,TIC-78411,
prince@pharmacy-online.info,"Urgent Business Proposal - $24,229,298","Dear Friend,

I am writing to you from Burundi. I am a prince/businessman/lawyer with access to $24,229,298 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,268,789).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Michael Sanchez",spam,1381,2025-07-13T02:05:31,38,467,pharmacy-online.info,,,,,,,,,,,,,
lottery@guerrillamail.com,"YOU WON $6,347,338!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $6,347,338 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 926124

Contact our claims department immediately!

Dr. Griffin, Lottery Commissioner",spam,1382,2025-08-02T15:16:01,31,367,guerrillamail.com,,,,,,,,,,,,,
opportunity@amazing-deals.biz,Make $1887/Week From Home - No Experience!,"Make $1887/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,1383,2025-07-13T11:56:17,42,295,amazing-deals.biz,,,,,,,,,,,,,
orders@thompsoncorp.com,Purchase Order ORD-746748 - Control Panel CP-890,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-746748
Customer: Thompson Corp
Product: Control Panel CP-890
Quantity: 19 units
Unit Price: $4539.60
Total: $86252.39

Please confirm availability and expected delivery date.

Shipping Address:
7444 Pamela Park
Judytown, VT 46242

Contact: Dylan Boyd
Phone: 001-264-416-0305x85161

Best regards,
Thompson Corp Procurement Team",legitimate,1384,2025-08-02T01:19:09,48,407,thompsoncorp.com,,Thompson Corp,,ORD-746748,Control Panel CP-890,,,,,,,,
parts@megapartsindustries.com,Parts Availability INQ-42129,"Parts Availability Update

Inquiry Number: INQ-42129
Date: August 04, 2025

Current availability for requested parts:

- Motor Mount MM-567: Discontinued - Lead Time: 1-2 days
- Circuit Breaker CB-780: Discontinued - Lead Time: Same Day


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-42129.

MegaParts Industries Parts Department
Phone: (714)222-4607
Email: parts@megapartsindustries.com",legitimate,1385,2025-07-08T06:07:12,28,598,megapartsindustries.com,,,,,,,,INQ-42129,MegaParts Industries,,,,
purchasing@millermanufacturing.com,Quote Request QUO-26833 - Multiple Items,"Quote Request

Company: Miller Manufacturing
Quote Number: QUO-26833
Date: August 04, 2025

We are requesting a quote for the following items:

1. Motor Mount MM-567 - Quantity: 58
2. Cable Assembly CA-660 - Quantity: 31
3. Pressure Gauge PG-340 - Quantity: 51
4. Control Panel CP-890 - Quantity: 22


Please include:
- Unit pricing
- Volume discounts
- Lead times
- Shipping costs
- Payment terms

Required delivery date: 2025-10-23

Contact Information:
Calvin Hernandez
vasquezjason@example.net
824.314.5380x5600

Thank you for your prompt response.

Miller Manufacturing Purchasing Department",legitimate,1386,2025-07-29T03:56:55,40,596,millermanufacturing.com,QUO-26833,Miller Manufacturing,,,,,,,,,,,
billing@procomponentscorp.com,Invoice INV-777271 - PO PO-77763,"Invoice

From: ProComponents Corp
Invoice Number: INV-777271
PO Number: PO-77763
Date: August 04, 2025

Line Items:
- Power Supply PS-990: 12 @ $1945.74 = $23348.85

Total: $23348.85

Payment Terms: Net 30
Due Date: September 03, 2025

Please remit payment to:
ProComponents Corp
82309 Cardenas Circles
Valeriefurt, HI 71994

Accounts Receivable
ProComponents Corp",legitimate,1387,2025-08-04T06:42:12,32,364,procomponentscorp.com,,,,,,PO-77763,,,ProComponents Corp,,INV-777271,,
returns@andersonmanufacturing.com,RMA Request RMA-90817 - Sensor Unit SU-445,"RMA Request

RMA Number: RMA-90817
Original Order: ORD-741420
Customer: Anderson Manufacturing
Product: Sensor Unit SU-445
Issue: damaged in transit

Description:
The product received does not meet specifications. We need to return this item for replacement or refund.

Purchased Date: 2025-07-03
Serial Number: SN655901

Please provide return shipping instructions.

Contact: Nicholas Owen
Email: cthompson@example.net
Phone: 001-843-243-5569x215

Anderson Manufacturing Returns Department",legitimate,1388,2025-07-13T21:50:48,42,490,andersonmanufacturing.com,,,,ORD-741420,Sensor Unit SU-445,,,,,RMA-90817,,,
billing@advancedsystemsinc.com,Invoice INV-477177 - PO PO-53837,"Invoice

From: Advanced Systems Inc
Invoice Number: INV-477177
PO Number: PO-53837
Date: August 04, 2025

Line Items:
- Relay Module RM-225: 14 @ $647.97 = $9071.63
- Control Panel CP-890: 11 @ $1490.62 = $16396.77

Total: $25468.40

Payment Terms: Net 30
Due Date: September 03, 2025

Please remit payment to:
Advanced Systems Inc
20689 Murray Stravenue
Timothymouth, MI 36374

Accounts Receivable
Advanced Systems Inc",legitimate,1389,2025-07-28T04:12:11,32,419,advancedsystemsinc.com,,,,,,PO-53837,,,Advanced Systems Inc,,INV-477177,,
prince@guerrillamail.com,"Urgent Business Proposal - $34,701,014","Dear Friend,

I am writing to you from Mali. I am a prince/businessman/lawyer with access to $34,701,014 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($10,410,304).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Linda Wallace",spam,1390,2025-08-03T05:55:10,38,463,guerrillamail.com,,,,,,,,,,,,,
pharmacy@fake-rolex.shop,Anti-aging cream - 83% OFF No Prescription!,"Get Anti-aging cream at 83% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,1391,2025-07-16T00:49:23,43,232,fake-rolex.shop,,,,,,,,,,,,,
security@arnazon.com,Security breach detected - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,1392,2025-07-22T21:04:37,47,253,arnazon.com,,,,,,,,,,,,,
prince@pharmacy-online.info,"Urgent Business Proposal - $21,313,593","Dear Friend,

I am writing to you from Holy See (Vatican City State). I am a prince/businessman/lawyer with access to $21,313,593 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($6,394,078).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Connie Rodriguez",spam,1393,2025-07-08T19:33:01,38,490,pharmacy-online.info,,,,,,,,,,,,,
deals@tempmail.com,🔥 83% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 83% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,1394,2025-07-31T21:54:35,43,302,tempmail.com,,,,,,,,,,,,,
orders@brownindustries.com,Purchase Order ORD-604458 - Motor Mount MM-567,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-604458
Customer: Brown Industries
Product: Motor Mount MM-567
Quantity: 24 units
Unit Price: $441.99
Total: $10607.66

Please confirm availability and expected delivery date.

Shipping Address:
907 Williams Locks Apt. 543
New Karla, MO 29859

Contact: Paula Williams
Phone: 204-341-3631

Best regards,
Brown Industries Procurement Team",legitimate,1395,2025-07-19T10:43:54,46,416,brownindustries.com,,Brown Industries,,ORD-604458,Motor Mount MM-567,,,,,,,,
deals@pharmacy-online.info,🔥 74% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 74% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,1396,2025-08-03T06:27:44,43,302,pharmacy-online.info,,,,,,,,,,,,,
engineering@andersonmanufacturing.com,Technical Inquiry TIC-95788 - Sensor Unit SU-445,"Technical Inquiry

Ticket Number: TIC-95788
Company: Anderson Manufacturing
Product: Sensor Unit SU-445
Issue: technical specifications

Dear Technical Support,

We need assistance with technical specifications for the Sensor Unit SU-445. 

Specific questions:
1. What are the recommended operating conditions?
2. Are there any compatibility issues we should be aware of?
3. What maintenance schedule do you recommend?

Current setup details:
- Installation date: 2024-10-10
- Operating environment: Industrial
- Usage: Daily operation

Please provide technical documentation or guidance.

Contact: Kayla Myers
Title: Technical Engineer
Phone: 712-429-6682x95775
Email: gwheeler@example.org

Anderson Manufacturing Engineering Department",legitimate,1397,2025-07-29T03:18:53,48,737,andersonmanufacturing.com,,Anderson Manufacturing,,,Sensor Unit SU-445,,,,,,,TIC-95788,
alert@work-from-home.org,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,1398,2025-07-18T20:34:48,54,383,work-from-home.org,,,,,,,,,,,,,
deals@fake-rolex.shop,🔥 66% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 66% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,1399,2025-07-15T20:52:44,43,302,fake-rolex.shop,,,,,,,,,,,,,
alert@guerrillamail.com,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,1400,2025-08-01T19:34:38,54,383,guerrillamail.com,,,,,,,,,,,,,
engineering@brownindustries.com,Technical Inquiry TIC-54740 - Motor Mount MM-567,"Technical Inquiry

Ticket Number: TIC-54740
Company: Brown Industries
Product: Motor Mount MM-567
Issue: technical specifications

Dear Technical Support,

We need assistance with technical specifications for the Motor Mount MM-567. 

Specific questions:
1. What are the recommended operating conditions?
2. Are there any compatibility issues we should be aware of?
3. What maintenance schedule do you recommend?

Current setup details:
- Installation date: 2025-04-26
- Operating environment: Industrial
- Usage: Daily operation

Please provide technical documentation or guidance.

Contact: Andrea Richardson
Title: Technical Engineer
Phone: (479)779-9009x349
Email: michealsmith@example.org

Brown Industries Engineering Department",legitimate,1401,2025-07-09T07:11:48,48,734,brownindustries.com,,Brown Industries,,,Motor Mount MM-567,,,,,,,TIC-54740,
prince@crypto-profits.investment,"Urgent Business Proposal - $46,974,575","Dear Friend,

I am writing to you from Mayotte. I am a prince/businessman/lawyer with access to $46,974,575 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,092,372).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Christopher Ruiz",spam,1402,2025-07-24T16:17:34,38,469,crypto-profits.investment,,,,,,,,,,,,,
prince@free-money.co,"Urgent Business Proposal - $46,428,711","Dear Friend,

I am writing to you from Brunei Darussalam. I am a prince/businessman/lawyer with access to $46,428,711 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($13,928,613).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Alexander Smith",spam,1403,2025-07-14T09:24:54,38,478,free-money.co,,,,,,,,,,,,,
shipping@techpartsinc.com,Shipment Confirmation - PO PO-63308 - Tracking 1Z651368295627864,"Shipment Notification

Your order has been shipped!

PO Number: PO-63308
Product: Motor Mount MM-567
Tracking Number: 1Z651368295627864
Carrier: UPS Ground
Estimated Delivery: 2025-08-06

Ship To:
Your Company Name
072 Alejandro Manor Suite 716
East Rhondamouth, WY 44003

Track your shipment: https://ups.com/track?1Z651368295627864

TechParts Inc Shipping Department",legitimate,1404,2025-07-25T12:47:31,64,368,techpartsinc.com,,,,,Motor Mount MM-567,PO-63308,1Z651368295627864,,,,,,
prince@crypto-profits.investment,"Urgent Business Proposal - $47,977,942","Dear Friend,

I am writing to you from Northern Mariana Islands. I am a prince/businessman/lawyer with access to $47,977,942 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,393,383).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Adrian Roberson",spam,1405,2025-08-03T14:49:11,38,485,crypto-profits.investment,,,,,,,,,,,,,
purchasing@daviscorp.com,Quote Request QUO-86991 - Multiple Items,"Quote Request

Company: Davis Corp
Quote Number: QUO-86991
Date: August 04, 2025

We are requesting a quote for the following items:

1. Pressure Gauge PG-340 - Quantity: 77


Please include:
- Unit pricing
- Volume discounts
- Lead times
- Shipping costs
- Payment terms

Required delivery date: 2025-09-28

Contact Information:
Keith Harrington
reynoldsaustin@example.com
001-233-732-3742

Thank you for your prompt response.

Davis Corp Purchasing Department",legitimate,1406,2025-07-18T18:28:44,40,461,daviscorp.com,QUO-86991,Davis Corp,,,,,,,,,,,
orders@andersonmanufacturing.com,Purchase Order ORD-184772 - Hydraulic Valve V-450,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-184772
Customer: Anderson Manufacturing
Product: Hydraulic Valve V-450
Quantity: 21 units
Unit Price: $2253.52
Total: $47323.83

Please confirm availability and expected delivery date.

Shipping Address:
9064 Alvarado Haven Suite 939
New Saraside, NC 28555

Contact: Sheila Prince
Phone: 431-680-9192

Best regards,
Anderson Manufacturing Procurement Team",legitimate,1407,2025-07-28T09:03:14,49,436,andersonmanufacturing.com,,Anderson Manufacturing,,ORD-184772,Hydraulic Valve V-450,,,,,,,,
lottery@weight-loss-miracle.com,"YOU WON $6,510,178!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $6,510,178 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 245552

Contact our claims department immediately!

Dr. Miller, Lottery Commissioner",spam,1408,2025-08-02T12:42:29,31,366,weight-loss-miracle.com,,,,,,,,,,,,,
alert@free-money.co,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,1409,2025-08-01T09:45:46,54,383,free-money.co,,,,,,,,,,,,,
opportunity@crypto-profits.investment,Make $3139/Week From Home - No Experience!,"Make $3139/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,1410,2025-07-24T01:46:37,42,295,crypto-profits.investment,,,,,,,,,,,,,
lottery@lottery-winner.net,"YOU WON $1,435,065!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,435,065 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 888455

Contact our claims department immediately!

Dr. Jackson, Lottery Commissioner",spam,1411,2025-07-09T04:24:10,31,367,lottery-winner.net,,,,,,,,,,,,,
billing@techpartsinc.com,Invoice INV-244093 - PO PO-72762,"Invoice

From: TechParts Inc
Invoice Number: INV-244093
PO Number: PO-72762
Date: August 04, 2025

Line Items:
- Relay Module RM-225: 6 @ $161.45 = $968.70

Total: $968.70

Payment Terms: Net 30
Due Date: September 03, 2025

Please remit payment to:
TechParts Inc
1302 Sharon Road Apt. 170
Port Ruthland, VI 64382

Accounts Receivable
TechParts Inc",legitimate,1412,2025-07-30T15:06:26,32,348,techpartsinc.com,,,,,,PO-72762,,,TechParts Inc,,INV-244093,,
deals@fake-rolex.shop,🔥 81% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 81% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,1413,2025-07-18T15:42:27,39,298,fake-rolex.shop,,,,,,,,,,,,,
alert@tempmail.com,⚠️ URGENT: Your IP address has been compromised!,"⚠️ URGENT ALERT ⚠️

Your IP address has been compromised!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,1414,2025-07-11T09:46:28,48,377,tempmail.com,,,,,,,,,,,,,
prince@get-rich-quick.net,"Urgent Business Proposal - $29,571,023","Dear Friend,

I am writing to you from Sao Tome and Principe. I am a prince/businessman/lawyer with access to $29,571,023 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,871,307).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Mia Rogers",spam,1415,2025-07-23T03:06:04,38,476,get-rich-quick.net,,,,,,,,,,,,,
maintenance@daviscorp.com,Warranty Claim WAR-95853 - Pressure Gauge PG-340,"Warranty Claim

Warranty Claim Number: WAR-95853
Original Order: ORD-132837
Customer: Davis Corp
Product: Pressure Gauge PG-340
Serial Number: SN714293

Purchase Date: 2024-05-28
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-16
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Louis King
Phone: (698)563-4787x37459

Davis Corp Maintenance Department",legitimate,1416,2025-07-17T00:27:40,48,632,daviscorp.com,,,WAR-95853,ORD-132837,Pressure Gauge PG-340,,,,,,,,
opportunity@free-money.co,Make $1297/Week From Home - No Experience!,"Make $1297/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,1417,2025-07-30T21:23:51,42,295,free-money.co,,,,,,,,,,,,,
pharmacy@amazing-deals.biz,Weight Loss Pills - 82% OFF No Prescription!,"Get Weight Loss Pills at 82% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,1418,2025-07-29T10:19:43,44,233,amazing-deals.biz,,,,,,,,,,,,,
maintenance@johnsonindustries.com,Warranty Claim WAR-65027 - Pressure Gauge PG-340,"Warranty Claim

Warranty Claim Number: WAR-65027
Original Order: ORD-140378
Customer: Johnson Industries
Product: Pressure Gauge PG-340
Serial Number: SN435119

Purchase Date: 2024-09-16
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-20
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Tristan Holland
Phone: (589)877-4169x264

Johnson Industries Maintenance Department",legitimate,1419,2025-07-25T10:52:25,48,651,johnsonindustries.com,,,WAR-65027,ORD-140378,Pressure Gauge PG-340,,,,,,,,
maintenance@brownindustries.com,Warranty Claim WAR-11329 - Motor Mount MM-567,"Warranty Claim

Warranty Claim Number: WAR-11329
Original Order: ORD-412608
Customer: Brown Industries
Product: Motor Mount MM-567
Serial Number: SN204951

Purchase Date: 2023-10-08
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-22
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Pamela Macdonald
Phone: (515)952-5604

Brown Industries Maintenance Department",legitimate,1420,2025-07-12T05:30:39,45,641,brownindustries.com,,,WAR-11329,ORD-412608,Motor Mount MM-567,,,,,,,,
orders@garciaindustries.com,Purchase Order ORD-742184 - Power Supply PS-990,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-742184
Customer: Garcia Industries
Product: Power Supply PS-990
Quantity: 39 units
Unit Price: $1464.03
Total: $57097.23

Please confirm availability and expected delivery date.

Shipping Address:
152 Aaron Islands
Holtshire, GA 44155

Contact: Lisa Myers
Phone: 001-504-668-6650x0054

Best regards,
Garcia Industries Procurement Team",legitimate,1421,2025-07-23T12:21:58,47,415,garciaindustries.com,,Garcia Industries,,ORD-742184,Power Supply PS-990,,,,,,,,
pharmacy@fake-rolex.shop,Anti-aging cream - 61% OFF No Prescription!,"Get Anti-aging cream at 61% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,1422,2025-07-22T11:04:45,43,232,fake-rolex.shop,,,,,,,,,,,,,
